Call ID,Customer ID,Abandoned,Abandonment Reason,Call Duration Before Abandonment (mins)
d1cc25e7-90f0-434c-93f9-8e2526fdeaa1,ad66e615-8875-458c-9c9f-844960877585,False,Long Wait Time,
dc0a6069-c3fe-4dfb-b651-1b34e904eb10,1ec86bb6-437f-4fc4-bc78-05e929a387ae,False,Answered by Wrong Department,
b644ce2c-02fe-4f9a-8d33-3400eb8bc26f,d58a3bb9-3263-4e04-a597-b577f2e280cc,True,Long Wait Time,1.0
83fb6196-c653-4052-92b8-2c254d89392a,830569d1-1f2f-42f6-b958-9d4f114e8017,True,Long Wait Time,9.0
35130fd1-a5cd-49d5-87b5-27f9282b4f87,2a17e807-977f-4771-9b4a-72fed950b60d,True,Not Interested,
76db745b-e49a-4f40-9d63-ccf3f371a37c,931d7ea1-ee46-4077-9715-767095655d49,False,Answered by Wrong Department,
b918101d-86f1-409d-b89d-f1c2a7776a87,f28c8975-9655-4c91-ac7f-270a76e7bb56,True,Not Interested,6.0
5294640f-bf00-4af9-a5c5-2a1eb4ad8fc3,9649f8bc-9d9d-4d19-9a8b-0299ab6afd15,False,Not Interested,
288d7929-428d-4e91-a439-a4a90b74b3cf,c46bf34f-c9ba-4c68-adc5-303d600a31dc,True,Long Wait Time,
cf08f097-174b-455c-b6c3-3e85f715fcb1,3087bb8a-afc8-4e2f-833e-3552e0818f7b,False,Answered by Wrong Department,
19b371af-77ec-4a79-9a33-305d60999bc5,381d259c-f17b-47a1-98ab-2d3bd6fa9301,True,Answered by Wrong Department,
030383d5-ac0c-40dd-b74f-e0107c97db3b,4f6883d7-43bf-48e9-97e7-34884700766d,False,Answered by Wrong Department,4.0
968087e4-dcc8-4356-9a63-0b7b58943849,af6f58ac-80c3-4484-b9a5-4da9fca87318,True,Not Interested,2.0
325c7cf2-14ed-45a8-85c1-452368df8a7b,f2a2dda9-de14-4f87-a1e9-9a244c14ef26,True,Not Interested,7.0
c950e83f-0752-4c81-9d79-59726e5470c1,f8556cf5-81df-4bdf-9a30-41f7cc997243,True,Not Interested,
b9501821-cc17-42dd-a646-8d2edf1fa717,ec981b37-2a77-4bef-82c2-98f2ca4a06fc,False,Not Interested,
976a20b9-d784-4431-951c-efe9690d6c16,03e0b577-b941-4ff8-baf9-4d6c06fe8736,False,Long Wait Time,
b79b02b8-c5e5-47ee-98f7-b3bedb9b005e,843d3384-ae1a-451a-a623-2471bcf041ab,False,Long Wait Time,
02bea904-3088-46ad-88dc-d01ba0a828ba,31cc73a6-8e77-4e4f-9b4c-8f0297f75ed4,False,Long Wait Time,
90bb2d0a-f885-4060-8292-4b0da0ac711f,2fc7bde7-0f94-47e6-9c38-b619fd2b0e0b,True,Long Wait Time,6.0
03836cc9-42c0-46cb-acc4-6ed5f2c796f7,f7ee82f7-4bb3-4cc8-b850-439248eb45b5,False,Not Interested,
730be15d-82b5-463d-926c-79539518f9e0,042e027d-c347-4cce-b5e7-2a63fc58ec33,False,Answered by Wrong Department,4.0
4349c41b-0dc2-49ca-a99d-9a1216eaf21d,d986cfaa-90f8-49ec-9a68-281c162d5bc8,False,Not Interested,
6cce97e4-55d7-46f3-8d2d-af23f4eb6fee,38e9feb9-ad46-43c9-a7a7-99fd47afe0cc,True,Answered by Wrong Department,4.0
28d2c178-0c45-476c-a589-9df39e03f10e,2293d6de-b69d-4fe3-8aed-df041f3a4124,False,Long Wait Time,
0683d105-8d2d-4b57-93dd-35fd93d93c64,98be431a-540e-4b4d-a1b5-5612f12edfd9,True,Answered by Wrong Department,
ebdd148a-3fd4-4c2c-b749-16621fd47d9e,58b69bec-1868-4e95-b93a-fe6e90b7269f,False,Long Wait Time,10.0
5ab418b8-caea-4a8d-95d2-8d757afafa45,a10441b0-7068-4f80-b8c3-5934e1783aa0,False,Answered by Wrong Department,9.0
ecdf6e36-751f-404a-bb16-07aa9cdd6d9e,5441e6c5-3dbc-4b25-88b2-c5133e8c0762,False,Answered by Wrong Department,
b52fe572-564e-4c8c-95bd-f0aec923398b,0b469fc7-06e4-42a6-9ae4-53c98a87e0d2,False,Not Interested,7.0
df47ea27-df6c-4ee4-9b57-3a44c85ef1b1,1ed9082d-7964-40df-8b84-491bba66f589,False,Answered by Wrong Department,
42050ad3-080c-450d-831e-fb6f94aa0a7e,f4f71650-e7c1-4d7c-b9ef-0de2abf42aee,False,Not Interested,7.0
38d831eb-0a75-4832-9a41-cb0c64ef40a8,decc1775-5099-4f4d-b2b5-0a4d9da36e4f,True,Answered by Wrong Department,9.0
728431fc-ad79-46d1-80e1-903d9f79a82e,b24a5120-a08f-4798-9432-39ba88bd7903,True,Long Wait Time,3.0
7d0b4907-1b4d-4c5c-8735-ad0c4fc07c52,6ff295a1-5168-4a2d-b8b6-0bc8386d6ff6,False,Not Interested,
1b6df025-5ad3-493c-88a4-c3413cee1544,ad85755d-34cb-42c9-a84c-044a81072e2b,True,Not Interested,
61ef4829-b1c2-4cfc-98df-a1df22d01c63,4b8339fb-cb22-4173-9d65-84ada71dd4ac,False,Answered by Wrong Department,
7cb1ae6f-5d81-4913-9267-19561adc5548,d212f88d-15d7-4d66-b6db-b2470ee69c00,False,Long Wait Time,
02b15c2d-bfbc-4a95-96d4-e176ef750c1b,f8cae8ad-4c6d-4f49-bc7b-7913393781f9,False,Long Wait Time,
cb92958c-c5d9-4c44-b9a7-edc324c703ca,26a6fd3e-3bd1-4036-bf32-d795fbbbda90,True,Not Interested,2.0
ffb49ec6-96be-4a18-97ce-d17a83f450b8,655b1efc-8f22-47dd-9643-824836e65a37,False,Not Interested,1.0
4dda78e8-215a-4d99-9447-d54505dde7ff,9adec3af-d4a2-4e0a-9d28-6c3204819836,False,Long Wait Time,
2437bdbc-148e-4556-b419-b694c6469d3b,ed9346bb-3b3c-4caa-bf6f-41dafa83ddd7,True,Long Wait Time,
c939db42-3b77-4ac5-9c7f-66c4651132ae,f9eee221-922f-4224-9ce5-6ad30ae66e25,False,Not Interested,1.0
b33ad0d0-e943-4b2f-8458-3100ba41e939,aeba4744-0493-4832-b1f6-4d01b6eb6f0e,True,Answered by Wrong Department,5.0
390f7828-8050-4eff-9a7c-6dc0563d0509,d9317837-a322-46dd-96ac-2d9d75028ae8,False,Not Interested,3.0
c42fe3e6-4b6e-41d6-ad91-b090f7187b74,cc3ebab9-c354-4fce-8c3e-8432e8def33a,True,Not Interested,
e23bf072-b7ae-4453-b2c9-d82c947383f5,b3a41e2d-5fc3-4e86-9473-9055e498ef8f,False,Answered by Wrong Department,9.0
a08404ab-b837-48e3-9318-7ebc2b29e9d9,12554c7d-8b02-4b4c-bba5-4837e0e75438,False,Answered by Wrong Department,3.0
d1cf9aeb-7bd8-492d-bcb4-40756fb5a2ed,216db335-93be-442f-b93e-701eb4ce5073,False,Answered by Wrong Department,
81541ed1-1e4e-4491-9340-d2643320cef5,1ed6402c-f6b2-428b-b878-f37baaf8b37a,False,Not Interested,
16b353ff-94ab-463a-b23e-187889f4d3ad,825166df-d581-48ee-a34c-2068a46b5785,True,Not Interested,6.0
df66bcc9-cc55-404a-956e-3744df5bbff7,3ad1e262-597d-4af2-94c2-3f57867ae42a,True,Long Wait Time,1.0
b2d2480c-8f65-4383-b9ea-ee02f489fec6,d2b436b5-98b4-4be5-aa3b-5259bbf835b3,False,Answered by Wrong Department,10.0
226d7260-dccd-4aed-a080-b00919d693eb,4154689c-bc7a-4339-b37e-2e1fce67f152,True,Not Interested,9.0
723e1066-44b1-4572-ac63-ba2258c0ff82,3d8d7907-84ab-4a9f-86b8-c36bf521e5af,False,Not Interested,
7dbfda79-cbf2-45a4-9062-20281e900a69,3636b677-3a94-444f-9f44-543e84020bd9,False,Long Wait Time,3.0
3b757ed4-9a33-4850-a882-0586a83fff1a,1d5c0eb0-c73f-4ead-b5c7-a71cb8d7afba,True,Not Interested,9.0
5a900c94-a915-4147-9a0d-933f4a2a5a95,3ecd334a-4d02-48b4-9318-c025e7c2aa73,True,Answered by Wrong Department,1.0
7478ac1c-c620-4af8-ac67-f727d279d310,ae6a098c-e63c-4df4-8bb0-1bf9203750a9,False,Not Interested,
1c6da4df-25b1-45cd-b2a0-9096546c425a,52049554-989d-45dd-be68-50268a695cb6,False,Not Interested,5.0
70fb5b5b-9c90-4a4e-bc61-f9a684e7a53e,6975b922-f618-480d-a672-39f27dd9eb8a,False,Answered by Wrong Department,
0c9dbdd7-dd4a-4dae-84dc-861f456f2660,e90525a2-21f0-43ec-a90a-003e0bc1c07a,False,Not Interested,
654a49ae-cd83-49fc-b155-0d03ce9d038d,ce023188-7379-4b11-8e1a-c218b788b218,False,Not Interested,2.0
2dafb069-1f02-43cb-baed-518904ffa6c1,3f03c13e-4132-4c61-9fef-9e7ce47daaae,False,Not Interested,2.0
8cfcedb9-e0c2-4ba6-a67d-65955beb8dd1,2aa527f5-39b1-40d4-8118-a05ae3c02a50,True,Not Interested,
de8ccc63-185e-4ec7-9d3d-d30e8ec645c2,881f930e-b6c7-4c8d-a006-928bf82629e7,True,Long Wait Time,7.0
a67bc1e9-193f-408a-b24f-4ed58e93a7ae,484c3709-da33-4939-bf5f-52d71922c08f,False,Long Wait Time,1.0
4e0a369c-9b61-467a-b841-e65719db7e6b,399f26f0-4518-46f5-b058-c6a0848dd152,True,Long Wait Time,
7183138d-e58e-41a5-a789-a1892475891e,6f4cacaf-9cc8-4894-b995-042c4cada123,True,Answered by Wrong Department,
960e422a-4c52-4839-8dbf-3d07c6c0429f,e11a152e-7b6e-4a5a-b277-6f4dfb740775,True,Answered by Wrong Department,5.0
27930ec8-d124-4b20-842e-bbd75838a30e,ef6b23ff-0cd4-4ee6-9a8a-1a23b778b544,True,Long Wait Time,5.0
441f4a3e-06c4-4d3c-90d6-9b3c1b69426e,114e3808-5470-4931-bef3-44ccede17f23,True,Not Interested,7.0
0a245522-4240-4a81-83d2-b57f99caf6e4,750badec-c8a1-47ad-9d84-2ead167615b1,False,Long Wait Time,
b4acfe1d-7605-444d-903c-62c0cf9ce5dd,eb1eaca4-a893-4214-847a-7dee4c498c86,False,Long Wait Time,
ba299bd3-1fbe-4788-ad76-73cd23fc670c,b56e1780-d507-49ab-aa59-70f0e906b5ee,True,Answered by Wrong Department,8.0
24f4f1cc-3c22-47c3-af81-e544254d1d37,ba2deb68-0b31-4bc2-9902-0e747fcc11b9,True,Not Interested,
d09ea635-24a0-4b93-a4a3-cc9fd537db2c,715a0050-9a32-4979-93d2-804b30f4fdf9,False,Answered by Wrong Department,
adc8369d-aeb6-4d09-814d-ca62748492dd,59c94617-7a5c-47b5-95d7-fcb69be6507a,False,Answered by Wrong Department,8.0
20fe4e8c-f58c-4cc6-b5de-85d2676047ed,e7a26f38-96c4-44e0-a845-370581652415,False,Not Interested,
b185e77a-1bf9-4962-8cca-0d27645cc30a,182b93d3-13d2-4900-9ef9-30affddc12a8,False,Long Wait Time,
9d1062cb-a82b-4b21-8e95-be6b136be771,0c5cfbdc-bbd9-4f8f-9ad0-7479127ad92a,True,Not Interested,6.0
6a42fb62-9e90-41b6-850b-1d59c4e4e7e4,2852ba46-8431-4f7f-9fa3-52e19823687e,False,Answered by Wrong Department,2.0
5a6c4721-8a8a-47dd-98ee-e8afa91dbd92,32d9f435-df7c-4acc-bbee-239fccdc4697,True,Long Wait Time,
d9b5245e-a757-445c-a1d3-1b118e7a92a0,30d31ad0-4d3b-4c7a-aae3-8062245d4b24,False,Long Wait Time,
7ec425ca-6d83-4506-a6af-18d4fff79465,ba96666a-9622-4296-b91d-8d6dba8c6291,False,Answered by Wrong Department,10.0
4ad03bc4-7142-4cb2-8ab0-a31e6c0fcb34,e5751764-7000-425a-a6a4-79617fe466e3,False,Answered by Wrong Department,10.0
f9daa3dc-dffb-4aa4-9d6e-cd6836e40d80,2833cb99-50f3-462b-8876-238ab955a5e5,False,Not Interested,
8e4bff05-c04b-4925-ac8a-34187c0db13e,62df8114-879a-4666-a5d3-55ea316359ae,True,Not Interested,
485eec86-0fa7-43bf-b3c4-af64f915cfd8,a80f0580-467e-4fbc-9723-6068800e1245,False,Not Interested,
52fadc55-6614-4ad8-b0e2-8fc8e6a1dff7,9d90e981-fee7-4532-89ae-87cd03b9a36f,False,Long Wait Time,10.0
30f56ac6-b722-4359-9a75-84cd87a6b57c,a2bdd7ff-de2c-42fe-8c4c-084748531aa4,True,Answered by Wrong Department,2.0
6025b34c-585f-44a3-a9c0-eb1c86b57625,2af9b02e-0ca5-495b-8ec0-1726b426f80f,True,Not Interested,2.0
93986933-71be-44eb-b702-a048f69e3ef6,3ed44636-4833-4d8b-a092-8ac29efe2f14,True,Answered by Wrong Department,1.0
b5a6dd57-99c8-415f-99f0-e16582d5dc7e,f2c84949-ceaa-4624-adee-637f1a253fa1,True,Not Interested,5.0
8f9c9566-4982-440f-abc7-200f712af988,a7d51e33-f00d-4df1-82b5-f426a36f5568,False,Long Wait Time,1.0
c13d48cf-8e46-4fd7-a2a3-a6d3299ffa38,9a536236-24d3-4680-8a1b-4d045de1cf97,False,Answered by Wrong Department,
04efbc91-eede-4bfb-b740-15034b3448a6,e5254fe2-811a-4469-9f83-60ae9b775eb4,False,Not Interested,
a9db6617-f007-4529-acfc-9b6494de448c,b6bb53d5-d452-4c3b-8e8f-cbd5346b8978,True,Answered by Wrong Department,
c43d84dd-08df-4119-9b97-206530f4d440,3c4370d0-4a41-4987-81d7-499ade8e8f3b,True,Answered by Wrong Department,2.0
483dc95a-2d40-4c18-a244-71d69fe6234b,cd31eb7d-7591-4f31-8f41-807da80e6680,True,Not Interested,3.0
bb63ba54-ebe6-4509-817a-643047d041f9,e42136aa-f09f-4644-b5f2-f268f3a44c68,True,Answered by Wrong Department,
f376245b-4dd9-477e-9cb6-b5d6f74cd217,3844ec05-818c-45a1-b052-4dfa8a15ff55,True,Long Wait Time,
0838adfd-28c6-4d40-81a5-4c1e0f43626c,d939695d-b76c-4211-8eed-383200ebf255,True,Not Interested,10.0
427d7c6b-ad00-4eac-8e4e-ef9c805456e2,6bfaaf40-8eba-48b6-b055-b959c3a4a65d,False,Long Wait Time,6.0
6afec821-5168-43f3-8d0c-5edff4c6a40c,6fa04738-5ebd-484c-b7c8-52044ac4e0cd,True,Answered by Wrong Department,
4b7f5c4a-22bd-4e69-812e-40782d8ad2aa,f80248eb-c962-4654-a838-f60f8a6e03bc,False,Answered by Wrong Department,8.0
c15066d1-94f8-4d07-9633-a8a8fa197de5,d483393f-11b2-49d4-9e93-ea4e292f111f,True,Long Wait Time,4.0
19d9f5e3-0851-42f6-ae82-bee765488e4e,a8919018-9a87-4eb7-83b7-44fb8e667cf1,False,Answered by Wrong Department,5.0
95c5e213-0ff8-4ac7-bd9d-10941af43c78,96f31001-2a6f-46ab-8aca-10dfcc51ae1f,True,Not Interested,
b9fe35f1-7617-4fe0-a9b0-978217603192,061e2140-465d-4186-8abe-29c89bfe4cdd,False,Long Wait Time,
e0cf9e39-b607-4e3d-aaf6-bbc9afe28fb3,2ac1f508-0030-46a6-8b84-f9ca8d08fe0d,False,Answered by Wrong Department,1.0
dceabafb-2e42-4c38-9591-9cf09ae908b7,dd6290dd-4e64-468d-ba1b-ccbdc229685d,True,Not Interested,7.0
4a29f3ee-ad20-4b53-b67f-1026ba89b4cc,9d16a195-8186-4d4d-8530-d417fb08e198,True,Long Wait Time,7.0
48eb4478-bb2a-4fe5-8b7a-c486b3ea2c24,b068f476-05cf-494e-af37-ae32831f258f,True,Long Wait Time,
d2193723-07c2-42e1-9fb6-024e8c7cacf0,699e7bb4-0479-4af0-a369-d800458570ea,False,Long Wait Time,1.0
d40131e7-90c6-4eed-a349-2cf80adbbcc9,eaeef6f0-9b64-4188-a403-3a9e733699b1,True,Answered by Wrong Department,5.0
973d3bed-a4b6-4b3a-9618-381f4f570b57,86f51a99-16d8-44ac-a98a-e89c52f3e745,True,Long Wait Time,
cb3b9ed6-c73a-4351-8d59-8227f6cbd75f,df574710-05a7-42d7-9baf-6fb590571009,False,Answered by Wrong Department,10.0
9a16ee52-390d-45a0-ab2c-e62ed6af906e,1a3da5a3-2fb9-4ed0-9e1e-d94e50681abf,True,Answered by Wrong Department,
b58623db-ef2a-4282-a949-3714831ebada,b0d41446-0884-4702-a657-761ae06ab37f,False,Long Wait Time,6.0
16d5c0e3-4ec1-49ef-a515-5072249c24d5,4a5964e0-e499-4e5e-a268-32897885a895,True,Long Wait Time,
4b0d6252-8729-468f-896f-90a324644b3d,9edd6215-6219-464d-82f9-03d1bd0978ac,False,Not Interested,10.0
84a43276-4610-42c3-94d8-4f0db308d1e0,6418be25-3b4a-43ae-87b4-e5c8dc49d13e,False,Long Wait Time,2.0
80c400e1-cf5b-4426-b73b-3cfae76a7dab,aacfec21-91f5-45a6-bc1d-3d45f09e49cb,False,Long Wait Time,9.0
fe6806e5-21c1-45ac-9eaa-08c2223ab0c3,8c101b6d-f093-4ca5-a0c8-8145cac9a085,True,Answered by Wrong Department,4.0
52b0361e-2c1d-4b69-a95f-21c65ace9d09,5304d96a-854c-440f-813d-4ca1cdd4d088,False,Long Wait Time,10.0
4e01a55d-2d5d-4329-b24d-f7d8915c7ac4,28a42ba6-67e8-481f-b03f-ba08ff8e3a0b,False,Answered by Wrong Department,3.0
5d1efb5e-c845-46da-9a01-81df92722b29,9df86715-0b75-4b4d-a7f2-28e7e3cc930f,False,Long Wait Time,9.0
cf1ad944-e433-4b9d-9f40-400d4bbb96f8,33244551-f703-4aa9-a165-c0eef1b2589f,True,Not Interested,10.0
c6fcd1a1-f934-4067-bcd0-e1382598cabd,a2c7b8da-87ce-4fd7-a444-120f7d9b6c27,False,Not Interested,8.0
d43bfd1d-f889-426a-a6e5-9d9f378ced78,a8ddf717-e76e-4324-8796-487087d02961,False,Long Wait Time,
01205253-5979-48f0-80ca-41de349f5afa,681541a1-31ed-4cab-8849-fd64b241c9ff,False,Answered by Wrong Department,2.0
b99a97a1-35d8-43b5-a987-ded6c91fee5f,0730715f-6729-4966-8e35-a9f726412c2e,False,Answered by Wrong Department,
47ba1c43-a08a-43f9-ba5f-b391dde2b3df,93435f74-23b2-4704-b8bd-a51cee6ac6d7,False,Long Wait Time,
78240924-6bb8-4441-98e4-b85be182a232,9cfd3da4-2795-4253-b30a-d683adf4af66,True,Long Wait Time,
cef678e9-8452-495a-85dd-1487d5178a38,181bcb29-4799-404f-996f-76434156d7a3,False,Answered by Wrong Department,4.0
4a44ad06-5452-4260-a826-f6ee70739395,4b6fd430-a0a2-4e88-8c25-1184515a726f,False,Not Interested,4.0
9847a44d-7fd4-4aaa-893a-5527456a9de1,0c748afc-ebf9-44da-bc92-ed75de3415f4,True,Long Wait Time,1.0
c00b5337-96ea-4f8f-84d0-7a5983cbfd4a,d3631eca-6400-4375-a873-93a5d699602c,True,Long Wait Time,
4a41fd58-bc99-43e6-8aad-2936695527a3,2b2fc289-ea9d-451e-bb23-4de1750c79a0,True,Not Interested,
dd1b9e55-f66a-4f61-ae2a-6ed0416bca03,5ba267cd-68a0-4a48-9772-caa90428d4b5,False,Not Interested,
1e4f579c-9dbc-49f7-b948-94f27c102946,62876df5-5bad-4a56-9300-52b96046634a,True,Answered by Wrong Department,
79acb0d4-5eca-4c54-8f63-cfae5d5b1c2c,c3225eba-9edb-42f4-8924-c204521f642a,False,Not Interested,10.0
74ae046a-a2da-4485-ae47-555ee048dfe1,f59f7a9e-c229-49e0-9da7-a562ec9872c9,False,Not Interested,
cb1758e4-84a3-41d1-8672-acef226a56ee,ea06857f-b1c8-4114-809f-95e3ad2de852,True,Long Wait Time,3.0
5f36ec11-cc35-4f26-9f18-060d8656e3c1,d715e118-718c-44b9-97fa-c878f0a510ca,False,Answered by Wrong Department,8.0
fcd943f7-e3aa-43d0-a9bb-4c336619b42d,1e415962-a70a-42e2-aaa5-825094fc54be,True,Answered by Wrong Department,
a90111c0-fd82-47d8-83b4-544c4bd4a641,205699f0-5b1e-4380-b5b2-eb6d0bd6fa5b,True,Answered by Wrong Department,9.0
07e9918c-849c-43c2-8d04-d196f3d71b14,e314012b-0c6c-4656-aae5-e2cf2d6d8125,False,Long Wait Time,6.0
99d0f2bd-ddd0-40de-a4d8-31488d2efbd5,a32932ef-eaeb-458f-8fbd-46b57b8065a0,True,Answered by Wrong Department,1.0
962d0cf6-ffbf-4958-b0a8-3ee0564fd9b0,ebfbbb4f-5b67-4118-8e71-d35989210595,True,Answered by Wrong Department,
1cce3cc1-cf33-40f4-a143-b0ca09dbd4f4,d71e2b12-8024-4661-b213-9e25fc3fc10a,True,Answered by Wrong Department,
5be575ea-6e78-46a9-b35c-f9b62e9fece4,7df1cb30-6731-491e-8ca8-000300ddbbec,True,Not Interested,8.0
7e6a8385-cc7c-4b4e-9ccf-c65ede0b78a7,b5ed01f6-66fe-413c-b971-267c74c6d2f3,False,Not Interested,7.0
7a2f49fa-b8af-4e09-9860-06d995b9ce9b,bcd31022-e367-4187-a95c-b5daeef65220,True,Answered by Wrong Department,
bee6cec4-142b-43b2-8ba5-841762209a9e,e9ec4694-bbf3-4397-8521-d99244381270,False,Long Wait Time,9.0
ed9ff91e-20ec-4280-90aa-6428179e61ee,be2cd67f-cef0-431f-8c5d-d56eff6d938c,False,Not Interested,
3e118f70-5880-4ef5-a87f-4af1ee082c36,f76122c5-f565-43eb-b7e5-8d600db812aa,False,Not Interested,
b1a91a62-cd3e-4023-98ac-6513be5593ec,4728b238-8747-4567-8c69-2bae462358c1,False,Not Interested,7.0
5bce2edc-ad38-4a17-ae4a-c6e4e5c5e229,9dca5cb7-3b72-4527-8c2f-4e5c600c4e62,True,Answered by Wrong Department,9.0
54519bdc-b54f-42aa-a7ca-8b14a22670fc,2206ed69-7da4-4a2f-88b7-dbeec0fb8b3b,True,Long Wait Time,
88882b5c-9229-4489-8338-aee6c04d529b,409089ec-d76a-4a05-9107-d849f167adfb,False,Long Wait Time,
54057083-85e8-4e6a-ba37-129f97a886ef,708188a9-1603-4243-915c-d4f7ac0a2c75,True,Answered by Wrong Department,
47b3d69c-0c9b-4105-8bfc-69b8b0913f75,ce30d826-9bcd-43b2-98b3-5886c038d0d3,True,Not Interested,
b250df8c-f8bb-401d-8a9a-f92267a1e560,6063847f-38c0-442d-a2fe-db00356751fc,False,Not Interested,1.0
a33e730f-1f9d-4a87-9dff-4dcd2231a455,0aa39d5f-cfea-45b7-b816-7dd335a30487,False,Long Wait Time,
8205f59a-32c5-4e58-b9df-fdf834e21eaa,c8337420-5071-4561-9798-254b357661a9,False,Long Wait Time,7.0
d28198d6-e2c4-4e16-9bb0-fd3e1c968364,675a323f-b50d-49f0-9c18-8643c53cd4c8,False,Long Wait Time,7.0
5e63b0d0-19be-44d9-9a35-6775dfaa54a2,dbc5fdc3-44e4-46cb-8ed6-63fdfe0b0272,True,Not Interested,
95f2383d-8f83-4627-8712-1dfed2342707,8802f9fa-3eba-43a0-a53f-8b271c5d8a7c,False,Not Interested,
13ce031c-7ceb-4c8d-adf1-c283d6135d39,002f9e03-d6b4-4f13-b9a7-46c5fb645f15,False,Answered by Wrong Department,
facfd89d-c70c-4a2e-b53e-7adb6ef0fc3d,4c5a8dd1-c621-4bbd-82e1-c285502b77c7,True,Answered by Wrong Department,1.0
8b2b8ea7-ef51-472d-9b8e-e037d524d2f4,5190cfdb-3f8c-4fa1-a156-d19c6b784528,True,Answered by Wrong Department,
34f53ade-c2b2-4312-b218-d643bf3859f7,0c753a0b-80f7-4130-956c-46e317f7fb77,False,Long Wait Time,
d0bfc8b9-0027-47c8-acf5-3f888d34e662,def8ef6b-0233-4fd8-9c69-b2be31abb010,False,Not Interested,
f39687a9-fdb1-4aa7-8e14-2178eaafeebf,6614651c-229a-40db-81ff-58d98e9b63f5,True,Long Wait Time,
c70e6e6e-0f83-4925-813f-8856f55e855f,e76a9d7d-d4f5-4fe2-ba64-e17e901c33e7,False,Answered by Wrong Department,1.0
21442307-3925-4f4d-935b-2f76671b599a,1f6175de-ec66-4f88-9bb2-b06598ee4b9a,True,Answered by Wrong Department,5.0
a0addc08-f901-4f23-9129-25ce7046a7b5,ba13daf2-5747-43fd-913a-a70883ee28bb,False,Not Interested,2.0
64d7555f-ae24-42b2-9434-2581b8e6a341,06332257-7546-47e0-902a-781a648be0cf,False,Not Interested,
2d0b2cf6-9ed3-4711-b3cb-ed62e68e00f9,ed15736c-c037-4857-ae2b-2c913f001f25,False,Answered by Wrong Department,1.0
965bd9a0-307f-4660-a007-866cf6fbbc19,c7850ab4-264a-42d2-9f38-c35a265bae14,False,Not Interested,
0c79599c-165f-45d5-8dc5-752fd8d875d8,14b97057-40d1-4d2d-9904-8c1ba67c966c,True,Long Wait Time,4.0
9aceddf6-89db-4f6a-81e7-868da29876bb,3be301be-8317-420d-8794-8112609be898,True,Long Wait Time,
93114d2e-61ea-4bde-9b2e-ceb5df04a5c0,0473768c-0509-40f4-889b-e2411321d2bf,True,Long Wait Time,8.0
40a17028-f242-4ca7-82a0-b0faa17a080d,02e91d5c-1ae1-431b-ad9b-9771b279fbfb,True,Not Interested,
9498e253-a86c-4b7e-a828-912d2fd28d1d,a444bfb4-2bea-4e25-909f-55536450725a,False,Long Wait Time,2.0
a0e8cef3-80bb-4ad2-836a-a1576cea14f9,e20d0c07-8f20-4a44-8b3a-07df25c69074,True,Answered by Wrong Department,4.0
98c96120-4dda-4e7f-b863-8474fa668b3d,e903e24a-85a0-4935-8a88-bbc75b6aa169,True,Answered by Wrong Department,2.0
50b11a46-27f1-4ab4-871d-475559605e51,18df966b-b027-42bc-b2a1-e66815468bed,True,Answered by Wrong Department,7.0
6ac557d0-11bd-4415-ae09-2dd96f9e2573,3c0a3d9a-bf8d-4840-8827-17c63f5cd8e1,True,Long Wait Time,2.0
1f96c610-e6bb-43cf-98d8-4deb09ca78b7,ef4dc539-d1b4-462b-b54c-6b67e8aafe52,True,Answered by Wrong Department,
2d1b07cb-d715-46fd-b8a8-56a368803e9b,9a624d8b-636b-4feb-ba53-51994c6a0473,True,Not Interested,
770faea4-100a-43d6-8fab-94d0f285b8c2,aa655afe-a734-41a1-b52b-67c2ae9c5013,False,Long Wait Time,
90984741-b9e8-4355-a2d3-b77b91abd079,de80b762-fd74-4ed4-b252-2f39dc485d2b,True,Long Wait Time,4.0
32a7c2af-9f9f-468e-b239-297ce7088597,d9ea505f-9004-441c-a27d-772eb72fda7f,True,Not Interested,4.0
b6b540f7-5e11-488f-bb6e-7210dd02347e,3c335ab2-7f54-400b-a907-17e8ae3fc01a,False,Long Wait Time,
2125f278-90f8-44d1-af6c-7dc4c939a525,fc65d80b-6159-40a7-942e-07d401c2ea4d,True,Answered by Wrong Department,
4fd3585a-d282-4d38-af2a-4a62a7fa72cd,d4d8a9a1-4c28-4717-abab-2ee1590c233c,False,Long Wait Time,
e58ad9dd-aa9d-48a7-9d96-aa70d3848131,8842a285-80c1-4c4f-8cc5-223089138da7,False,Not Interested,
0ca6cbcb-1cc2-40d1-bfef-00e4f45423bc,9649641c-abc8-4887-8073-675b9bea7635,False,Not Interested,8.0
9f49c754-12ce-4b64-a2ad-2711f04e2840,8651b278-b45e-4d3d-88a3-18f28b5659b1,True,Not Interested,
fc251efd-bd81-4240-829f-1f0d882cdb4e,8185600f-92ad-4c49-b8de-39f65b79c659,False,Long Wait Time,
c2c71d52-9143-4415-8c64-55fa2c684f36,54437eca-43d1-40e4-b985-894d87e1acf2,True,Answered by Wrong Department,4.0
c8be259a-d019-46b1-bd6b-3698612c10c1,f88a6358-6f3d-4565-a0c1-560ec446ae82,True,Answered by Wrong Department,
8f759e36-d04b-42f9-8400-b4332a8e9662,fdd6955f-22f8-4b1d-b826-aa8c197e51b2,True,Not Interested,
486b8707-3326-4b0e-8efb-da2799b81300,fc7e0272-5a19-4269-978f-ea3d59ccfe6c,False,Answered by Wrong Department,
