Escalation ID,Customer ID,Agent ID,Issue Type,Escalation Reason,Escalated Department,Resolution Status
21c9d7aa-511c-4cf3-a5ee-c453669cc5f3,bbdea400-dbe6-40c4-90e9-fd3a1d50ba12,13eeba2f-b59c-4687-b59d-9fa2c930ac7f,Technical Support,Agent not skilled,Specialist,Resolved
a255fee5-6883-490a-a50a-609222e08d9c,42b04f8e-2d39-4564-98b0-7cd68b74005a,c1f3e891-391f-4d98-ae6e-6755672038da,Complaint,Agent not skilled,Management,Resolved
97de0804-9914-4d77-ad7b-5ce141055024,6bfc4891-6ff3-43ea-8fb1-bf70b350ea36,f58caec1-2c48-40c9-aa64-fe0819cceb26,Complaint,Policy issue,Support,Pending
d299ed90-a78a-4794-a5d7-78e9661d5f3e,580ccdf6-0cba-468c-9b9f-53377c1989ca,7f13a2b1-d293-49fc-9669-1727fa237219,Technical Support,Policy issue,Management,Resolved
22090379-8b14-49a6-bdf9-ee4bfd61e024,7131a1a0-368b-4a6d-813d-eff59c7fcc47,60598254-0505-41d3-8106-800ba838a477,Technical Support,Policy issue,Management,Closed
2fc09958-75a3-479d-9b75-5e126fa3d804,aeae09db-5e04-45b7-803d-e7134c5ca75a,78b9e5b7-ea36-4d1e-a599-1186cf0bd640,Complaint,Agent not skilled,Specialist,Closed
41b6b4be-4247-409a-bd46-8b63c3c6f7f5,f1425181-1511-4c04-a5bf-30c8cd4b8227,59354712-fc89-4333-b97d-c3e163d36f74,Billing Inquiry,Policy issue,Specialist,Closed
0cfc3e9e-1ece-4b1b-ad5c-825726b62115,019d31f9-44a3-475d-b3f7-3c052c972737,9a55f87b-a235-4b0f-b1f3-a3436dda3d05,Complaint,Policy issue,Support,Closed
c2b19ba4-2eb5-4b70-b5a7-c0218ce33224,22b9068d-9b43-46ca-a3b9-8b74309cd5f8,c004df09-8e60-47ef-9471-539116e5dc15,Billing Inquiry,Customer request,Management,Resolved
199681ec-1ea3-486e-97bd-5721e79888e3,14237dc0-2166-43a1-bdfa-527425726949,0f29e958-d400-47b1-8813-ed68b64eb16a,Billing Inquiry,Agent not skilled,Specialist,Resolved
2da61122-75b4-4e81-8d21-cbfa1c82030a,cef6c45e-da0f-4837-a2f5-0f20da8bf6a4,14847c50-8e51-4a78-a598-ab4826e5bf1e,Technical Support,Policy issue,Support,Resolved
80a6aa44-d3ce-4e68-8343-30bdb4e6d8a7,0adc963f-b41e-479c-95a1-1eb15c278816,a885a340-8e61-4e37-a55f-56db4bfc6061,Technical Support,Policy issue,Management,Resolved
7cd60dd8-ebdc-4184-bcb1-d2769c1a886d,5dadc150-e1b0-4a43-ae4e-cab3b95a122f,56c2c6e5-4fdb-4a83-b13e-95b0e9096d6f,Technical Support,Agent not skilled,Specialist,Resolved
255084d7-3ec6-45a3-bc8f-e0d4dc2c8b59,d665c8cf-92da-43dd-9582-7388493e9966,cbcb9bb5-5560-4bc4-871f-16475ebae90b,Technical Support,Policy issue,Management,Resolved
fa4383e5-331b-4190-9b29-c97d0399edef,8bd03f1e-13c5-4c4c-9640-50b4ffd850bb,e2b64127-bbef-422f-bd83-8dab90262d7a,Complaint,Agent not skilled,Management,Pending
23623edd-3f03-4141-a425-93247a35f166,f07671d6-270a-4eaa-b6b5-7e164f014f1e,b7211316-faf8-482b-af79-4de5ab3cd478,Billing Inquiry,Customer request,Support,Closed
ef8a7f0a-37d0-44a8-b876-5ebee043530a,edfae94c-351a-4926-b73c-0dd088b731a3,c2fc8e18-9600-481e-8718-3ba946876762,Technical Support,Customer request,Management,Pending
b64ca441-f55e-46dd-a240-02405a65cf27,d280617f-f40e-4f3f-ada6-e0edfc9f1da7,deb3f3df-f447-41e1-8200-e58e52526d58,Billing Inquiry,Policy issue,Support,Resolved
85531b94-1205-464e-a25f-dcb2bdd35d30,d15df3b8-779a-4ffb-942e-392e4f2add7d,a0e09831-5a9a-4763-8a83-68e3082cc60c,Billing Inquiry,Agent not skilled,Support,Resolved
def424d7-ba4a-453e-9eb0-062108e6f167,62790b5f-bd64-4ef0-8d64-8d86fda2b5ec,b2c384fd-3db7-47ad-8452-15bd49aded81,Complaint,Customer request,Specialist,Closed
c94a353a-1758-4c21-b0af-553a9612a9a1,41bec685-aec9-4a00-840a-4fa0c4970714,275bceaf-e728-484a-9b09-f17959b4593c,Complaint,Policy issue,Management,Resolved
5eb68073-2354-437b-97cc-9c613eff2c1a,d49ed659-b12b-415c-afb5-30a5c7a604ae,263b7f8d-67ba-454f-a426-4358ca6fb107,Complaint,Policy issue,Management,Pending
cfae9728-9931-4434-a58d-09d84065a0ec,6b52a8d0-df64-40ff-a279-aa6acf09705c,25a53af2-e99d-4e57-9805-6efb3334a9c8,Complaint,Policy issue,Management,Pending
25c616be-e184-483f-9906-5402d536bcc4,b9a8af5b-1674-4971-a0db-9cde6c5b3ca6,168e05dc-62d3-470c-944c-867a1ebaf5ed,Complaint,Policy issue,Management,Closed
1fcaaf36-34b2-4b2e-8f72-ce209599d69c,c5db6bd6-232b-42e9-9ae5-bc9673667e4e,140b86f3-3b0d-4856-a144-718286163353,Complaint,Customer request,Specialist,Closed
979fa1d2-f050-4d34-a261-dfb09310bd05,f90cf97f-023d-40e3-afd2-b516138b5ec5,deea60d5-472c-4c97-97e7-330ff16e5795,Technical Support,Agent not skilled,Management,Pending
4a242d74-616c-41bc-a4fa-5c100a3c4f5b,ced0d905-6061-424d-9ad5-41fd6bcd80ca,4a93c54a-353e-4cb8-b217-e808fd80a995,Technical Support,Customer request,Management,Resolved
1f853dd1-fd36-480d-b14e-2aa26d9b0ede,6ee8c8b0-b1f8-4911-9e63-d6c768233ee6,992d7f5e-4444-45b8-b5fd-3ec9a40fa4ad,Complaint,Agent not skilled,Management,Pending
ba16841a-5124-4ece-ad42-89e9bbfc44a2,b9a61bab-cf1b-405a-9aab-9af8c78fda6e,4b24d31d-db4f-498f-8587-a0a0ce9f1105,Complaint,Agent not skilled,Support,Closed
4bc7e4df-8cbd-4ebc-b925-d25b7170b159,56c8a34b-0e20-4a78-83f6-e9f35a99fd10,bab4f1fd-1cc7-4234-b6e8-acac4e16be05,Billing Inquiry,Customer request,Support,Resolved
5f8704ed-ce3e-4cc2-97e8-46f89abf3cb7,5aec408d-76ea-4ab1-9d45-08c5cf986239,8e490118-d6d6-426a-89c6-6d72518cc630,Complaint,Customer request,Management,Pending
fe74ecf9-4579-4dfa-b94c-d8a2d166028e,b36e3d19-c056-4de6-8f82-206e2d4b253d,5481b3ec-31bc-4791-9b11-eb217674a17b,Billing Inquiry,Customer request,Management,Resolved
ebd5a87a-d908-4691-a4b0-ccebeab0a3eb,29c1b708-5d87-4122-a569-4c5c15406ec0,250a0095-386e-48a6-9914-a16364e226f5,Complaint,Agent not skilled,Support,Closed
bfd6fbd7-0875-4eb7-8610-d66603b2587b,ef54655f-f1bc-4155-b3c4-6898998f5636,129beddb-d80b-4cce-921b-3f95a47f88d7,Complaint,Customer request,Support,Closed
5d04e0e6-1be3-4a9c-bb8c-cdd039763d8e,a8365936-b48c-4a40-8ebb-f3bbf66123fb,95c8953d-d552-4c7d-b30a-50734ac7c4ea,Billing Inquiry,Agent not skilled,Specialist,Closed
259181ff-a1f1-4be2-beca-adf8aa9e5155,104dd4c4-6674-4976-9268-4ad3a8fdf624,e9b2fa70-7fb7-426b-a689-ec17a5533d1a,Complaint,Agent not skilled,Specialist,Closed
6873c799-ee1f-4a54-a80f-2feaea61c4cb,5ca71c44-d3d0-42c9-9e5a-ead67eb3c4c3,48889147-7050-41ea-a863-981cb78d919b,Technical Support,Customer request,Management,Pending
e92a8479-c135-41c6-aa67-faffa76e5ea8,f23d88ee-622a-4989-809a-b65e29116baa,1909a859-3fe5-4fd4-9b2a-c923e999e3e6,Complaint,Customer request,Specialist,Closed
63812104-b5c6-4ca1-8f45-092308f13506,a882032e-b938-4cc7-ab56-8752d5c191d9,2667d1e9-da4a-4ab2-879b-35f73cbf0290,Technical Support,Policy issue,Specialist,Pending
a70b358f-f732-41dc-b549-a542dca4bf62,e269190a-ffa2-4214-a680-17553d0f2da6,59f8b874-e5b2-4e7f-9781-af44acf18999,Technical Support,Policy issue,Specialist,Pending
382dc017-006b-482b-b081-daddf1e744bf,0f755ada-514b-4537-ae94-14adeebc8d89,f15ddc74-42e8-4183-8943-9c7486a57ccb,Technical Support,Agent not skilled,Management,Closed
acc96149-2d24-44b1-ac9b-a53659f1d799,ee830dce-a6a2-4856-8c3a-b184d8e71b98,d4d5c932-3a82-4713-b864-35907e5fd260,Billing Inquiry,Customer request,Management,Closed
b28903de-5bae-42d3-ae55-679a6de6a3fa,06eb427a-f91f-452a-afeb-61ef8aeb618a,149a33fe-8cf1-43fd-a88a-4fb69e092ac2,Complaint,Customer request,Management,Pending
121dafcb-4456-47be-96bf-be9ebabc0a18,2661fbab-2569-4f6d-bd81-f624847dea43,3cb95a2c-bcea-42ae-bf72-f6c9e9de106c,Billing Inquiry,Policy issue,Specialist,Closed
c1e63320-7b01-4b32-90d8-eef23f57d20e,54b0863b-72b0-49ba-af83-66e54086dd08,8fedfd20-21a5-4bd1-aeec-46b7734ada6c,Billing Inquiry,Policy issue,Support,Closed
67f4b6ec-580c-4940-ab5b-3482108aae96,1dfa8e82-9574-47f5-abbd-aa5f690fd744,ca2cf778-5ac6-4ae4-83c2-a7cf28c30296,Billing Inquiry,Agent not skilled,Management,Closed
452c3e89-27a4-44d7-8b44-9d84345cee7e,05acacfd-6a2b-4012-8315-95a9e0f4b7b4,097177e1-6695-48e0-b450-fbebb6fc7b90,Technical Support,Policy issue,Support,Resolved
aa486166-02b0-4648-8434-d2a996cb6a63,8f3212fa-0cb5-4324-9e48-bc1ad369f14e,b1347f32-0f3e-4fae-afdf-b0a2781b0d79,Billing Inquiry,Policy issue,Management,Closed
8c54b05b-c874-47d5-8e6b-32033dc6d29d,5bb426b7-24bd-4af4-91f4-6032a76841b3,ca447f86-d033-440c-a8a7-6499f793f478,Billing Inquiry,Agent not skilled,Specialist,Resolved
04a5fad8-d8f3-4aba-9391-8c9ba46a12e7,50d5f770-1fe5-4939-8be4-dc65c70e2a59,8d1816ad-301f-47e7-8342-0b7904f46268,Complaint,Customer request,Support,Resolved
86f9d6c9-7412-4411-b68c-4f7f963949d6,189db50c-6c46-4b26-b2be-d4935c55a6d4,d2ba9fa9-b95d-46c0-844a-81b6b89b8f53,Complaint,Policy issue,Management,Resolved
339cca74-4a4c-4925-a8d6-54501cec0f56,1272961c-bc7d-480d-8dd2-ceeacaea536b,5054e2e1-6e11-4917-b2c6-a78dca36f8da,Complaint,Agent not skilled,Specialist,Pending
e0444767-afab-416d-aadc-4f47f95df721,4791d3f5-3c7c-492e-82f2-9bd89682cd49,64b8f426-a36c-4e85-b2f7-4b8137dcc6c6,Technical Support,Policy issue,Support,Pending
402dcba2-bd8d-4ab5-9852-9365a2afa370,931ba694-02ab-41c9-92cd-210ca285f149,eb8a0d2b-a9a2-4f11-ad08-16446f49adcd,Complaint,Customer request,Management,Closed
ef15bc2f-c890-4086-bda2-98a6e31589d9,3305ce2c-d17d-4176-9c5a-de766faf96ec,db53679b-5ab3-42a8-81f5-ecd6983068f8,Complaint,Customer request,Management,Resolved
a739dd8e-8adf-4b60-9ab2-708de049e835,b3b5e7d4-6629-4714-8dda-b253a4a6f7c8,f3e1f935-54b6-45b2-9930-9c5714e5e66a,Complaint,Policy issue,Management,Resolved
c690f1e6-bcd7-4d72-a0c5-5ccb5ab64b11,37bbaf12-bab6-4d3a-8aa6-518da74204f5,2a3e700a-7047-4fab-889c-038af149bb1e,Billing Inquiry,Customer request,Management,Pending
e7def638-b579-45ee-a80f-86a0d58ca236,4b6d586c-bc51-4b22-9977-604f7d752c54,2669761a-caba-461b-969d-568ec66581f8,Complaint,Agent not skilled,Specialist,Resolved
6b1f9dd8-941c-4fe3-9ad1-ca616a910164,23b8718b-ed7e-4867-bcaf-5b3e5e2b3125,bf026f5a-77b8-4bc2-86f0-e4e706e7d50b,Billing Inquiry,Agent not skilled,Support,Resolved
4caee2cd-d471-4d90-b809-9d2efa0dd4fe,e6944b3e-0f59-42d7-9d28-cd1c35dba602,d092ed06-9bab-4577-8c05-963071d2e546,Technical Support,Agent not skilled,Management,Pending
d569f49d-9f24-4d7f-ac5b-71c01765e024,feb9a2c6-ba8d-471c-9c48-7f283c25c587,8c8c772b-b37a-4214-afc7-85b939f262ba,Complaint,Customer request,Specialist,Resolved
d2df62cd-8aca-4e4a-bb34-5496797507fc,08a85d56-8a58-4d32-a6bd-7e77d5cc1163,f33d12ed-de48-4083-bef5-c264caaf24c0,Billing Inquiry,Customer request,Specialist,Closed
3fc1252f-cf1c-456e-aa12-0190d16177b0,89720f9d-0a55-46de-88c1-d65db841f493,99e1e4ec-44fd-44c5-ab46-4ffa82d79937,Billing Inquiry,Policy issue,Specialist,Closed
8f6244be-ce06-4cae-9d20-eb376ee87808,48d1c845-15c6-4c22-99de-3fa5ebea5b1a,3e758a5c-b195-4e4e-84de-5d981d7759de,Technical Support,Policy issue,Management,Pending
dfab0dd8-eba9-4084-ad03-783391e24d48,d5d12a4d-1dd7-4c1d-8c5a-cc2049bd6706,26b37525-4de0-4a61-a413-09e2140d564a,Complaint,Policy issue,Support,Closed
21d9aa2b-f2ce-4570-bc39-ebb98543e177,28adff5f-8ee1-4505-949e-1ccad0eb6f6b,a925f35c-61f8-4de9-a89d-dc65f0f0c44a,Technical Support,Customer request,Management,Resolved
b0197a3d-1e41-4ad7-9675-1d1b9060a8ee,dcde5c31-1c37-4507-8270-a18bcbe61faa,991181d4-ef8d-44d9-baf9-9cfc4ade5047,Billing Inquiry,Customer request,Support,Closed
4c87e0a7-877c-48d3-b0e8-6bbb5142f19f,90c54a7f-1e75-41e2-8488-714da0dab964,3a9dc457-41ab-4792-87e5-e2ba3057ed78,Billing Inquiry,Agent not skilled,Specialist,Pending
0f332558-445f-45db-bf14-1aed42c56516,e047f0e5-1c4b-4487-99f8-128e6ab004b6,76d325fa-2625-4af1-9978-eef1ca952dfb,Technical Support,Customer request,Management,Resolved
033dd507-cf16-4192-87e0-98e17405b3fc,dd8e0eb9-98a8-4a2e-98ec-5a128ce6cfc7,fa034b86-9f90-4753-b777-b27b163b8e2d,Complaint,Policy issue,Specialist,Closed
5037ca0e-4c18-4dbc-871f-8ad694509023,63d64428-bc12-42fa-b492-db31855ecb9b,634428c1-5f14-4975-adc5-0840e64d274e,Billing Inquiry,Agent not skilled,Support,Pending
bdc8a3d9-8de9-4870-bcb2-2c34b6a511df,f0487056-601a-46fe-a649-c27ecf07da0a,aa1dce0e-17fd-48d8-bb35-84f347e9a19b,Billing Inquiry,Policy issue,Management,Resolved
31c5b788-a79f-4cb3-9d4e-bbbe188b639b,bd9dca90-479b-4508-a7a3-24d2fb2a3ca4,ef548712-1783-4dd5-86a1-a158e7d8abed,Complaint,Customer request,Specialist,Pending
d53a0663-460c-4d4f-9eee-0407408d62ed,599afc5c-6bbf-443d-9e90-54cfd215c508,bde9ef2e-ea19-4541-8853-f549ef68ce19,Complaint,Policy issue,Support,Pending
5cd0d8d3-172e-432a-834b-14397c10edb8,5ad1136c-e222-4efa-9855-47d174fb4861,7f3893bf-d95f-4e97-bf64-a15e36540773,Complaint,Policy issue,Specialist,Resolved
fbdbec0b-3b98-4083-9a60-d17005118916,106b1ffe-b7c4-469c-9218-b52e3f53b684,449bd647-1533-477f-851f-646894822579,Billing Inquiry,Customer request,Specialist,Resolved
65a4cba2-913f-4bab-a3c0-33c1e9ae787f,e6046042-44bd-4b81-b826-d7ee3fe17874,6284ca88-d6e0-4780-8a19-303932493792,Technical Support,Agent not skilled,Support,Closed
c02d9277-99f2-4b70-aaa3-c59572469e99,f7247855-290b-4db9-bc51-951a100be2af,533cad58-bfb6-4d00-819e-68ac46fe521f,Technical Support,Agent not skilled,Management,Pending
2f949484-2004-4e10-84a4-d4967b3a3bbc,5117bb4d-18ea-4db9-92c1-5092cecdcf08,ae83fdc8-2285-46bd-a0e1-ee9e779f63d0,Billing Inquiry,Agent not skilled,Management,Pending
615aac66-ee3a-4e18-883f-7b1981c790d6,9a2ee51a-d62a-44ae-9508-8f8aba9ccbf2,9b13ea42-721d-4145-b7df-946036445f82,Technical Support,Policy issue,Specialist,Closed
e3077d1e-ee84-481d-9cbc-fa1d128ed6ad,0a877852-dd1c-4713-b4cf-ab1092996c9e,2e75aafe-033d-4e4e-9050-69ab05b66c14,Complaint,Customer request,Support,Pending
ba426c48-ac44-4610-918b-cd8b146121cc,5d469813-5d85-48d5-bc73-53af82c1d9da,dea6085e-0612-4df1-a91f-e47ff6c8a8db,Technical Support,Customer request,Management,Pending
a753351b-4628-4e6a-9c9a-16ef64135933,d042e233-1e65-4e3a-8b5b-c0c0e1d42e24,862b9358-f621-498c-9e9c-d6ea3c68f9bd,Complaint,Policy issue,Support,Closed
35540382-7337-4304-a8a9-225f5a2ec789,15fbe48d-e19e-4f3f-9512-d415c4fd7b07,df60ca9c-e37d-4379-ae41-9af63c177518,Complaint,Customer request,Management,Closed
5bfac92e-aced-44a8-8e06-5eeb6c38c49a,6422afd8-ca63-4550-8f7d-53ca30e41b9e,aed95b82-3cd0-4243-97ed-e33b8b7ede8e,Billing Inquiry,Policy issue,Management,Pending
2a3b7ffe-9495-44c6-bf8e-79380baaec54,fa79dc8a-0289-4128-ad08-761c739aaf85,5282690f-26f3-47d2-9f33-9490942a7e01,Technical Support,Customer request,Specialist,Resolved
782fede1-4b54-4340-970e-0bfdc2d5b724,9dd019f4-c08d-4e79-85e4-d13eebef7297,33643807-e100-4b57-a127-0e2c8f490fc0,Billing Inquiry,Policy issue,Specialist,Pending
433f1151-f522-4e18-b5d2-e5f70506b085,f9626fe8-cda3-437e-8d96-a50cce51fd49,fac48eec-51bf-492f-a325-c4f202297fbf,Complaint,Customer request,Management,Closed
0b547a5c-8497-4b6f-93cd-9a8d6f47487c,b24cb045-9c4e-423f-be4d-d5c9de734515,222bfac4-c8e9-4a87-ad60-75d9e57883b3,Billing Inquiry,Policy issue,Support,Closed
8c20d5fa-2d54-468f-82f2-4603034aa739,b78bbfff-a76f-423f-8778-3128d77b8cf7,f70e03e1-e7be-4a32-8eef-045d9055e5d9,Technical Support,Policy issue,Specialist,Resolved
9478c388-b933-4715-b896-c1c7a3f95f56,10c6aa06-7255-409f-bdb6-e891f121d8a7,3ba31fb4-f798-4957-bf4a-dce500f3e103,Complaint,Customer request,Management,Pending
f004b65d-2ad3-4e2b-b90f-9c56f4cc79d6,c13eaf0f-6495-481a-98ed-492b9d5bfd1f,d00a1e66-59c2-4d32-a509-03779e7a5b3c,Billing Inquiry,Customer request,Specialist,Closed
2a22a996-6284-4ccb-a730-181105bbe4ec,2af7dc06-c6fc-438f-a9b3-654c364fec35,106e9a5c-cc27-4b8c-b851-3d0fdd590619,Billing Inquiry,Agent not skilled,Support,Pending
76229647-fe6d-4cc8-a6b2-9cb12e3f3925,37acbc36-6859-4d79-b419-cb421f0fe28b,fd20eb9b-a1ae-4e90-9957-ebc5847cf21c,Billing Inquiry,Customer request,Support,Pending
a225a908-fa07-438b-86f3-c9c5369688c3,4a1b1136-6db6-4169-a6f8-de25bafdea14,6b9d4768-a3fd-45bb-a9dc-bd2d2168f7f6,Complaint,Agent not skilled,Support,Pending
90e0e31a-f51e-4e63-9b53-d7ecae298963,61efc7ff-3b58-42cc-904c-9066e342b9dc,d43b0d2b-cc88-4b0a-9dbd-7bd42490ef18,Billing Inquiry,Customer request,Support,Closed
03e2e881-5a4a-4102-a8b1-d410655b4f40,689e1758-c796-4d7b-a42e-51fbf41348c8,68e84712-4b94-40df-bdff-450793f323b1,Technical Support,Customer request,Management,Pending
08a979d2-9ccf-4ed3-a278-79ee2c864cb4,9a9a200b-cfea-4045-8c78-01c948946716,ffc186a3-a0c9-4063-bffe-77c0d4f5ddc4,Billing Inquiry,Agent not skilled,Support,Pending
2be4e828-f1b6-4f3c-a418-7ac6a53d87fa,af737b18-e4af-49f1-a199-d00e1eab26d4,a45508b3-1a09-48d3-9ad1-8fdd0c35196c,Billing Inquiry,Policy issue,Specialist,Resolved
0f20cc3a-339b-448a-8b72-0e5bc9302ae5,aaf966f1-e7db-461e-a9c1-9f29a56e47f5,4d9ef50c-763d-4dda-9008-84f3839f00fb,Technical Support,Customer request,Specialist,Resolved
afe00baf-b89e-4191-b25e-4b724b8de2cf,6f860f46-f4d8-4ed9-ada7-59f0f4c05264,5289142b-e35c-4122-a483-9d55d3e27998,Complaint,Policy issue,Support,Closed
f1a54375-3d88-475c-8925-ef23dd2dff7d,d9178408-5901-4081-ab32-71468b3157dd,ffbb9989-73c7-4c16-96b4-8c59719780bc,Complaint,Policy issue,Specialist,Closed
73400b01-d245-4c3d-b8b9-882dc55dd805,b8702cb2-895a-47b9-8460-639b6f657edf,05c236db-5dc6-4e76-b99c-9c4ae4f5e109,Billing Inquiry,Agent not skilled,Management,Resolved
dbba90a8-4360-4881-8933-20cdc67987cf,3482a19a-2b83-4570-899e-6fef41cc9660,d97361d9-91fe-4231-9bbc-e611d929c014,Complaint,Policy issue,Specialist,Resolved
c4de3b29-384e-4958-a81c-c22e3bc43ed2,937da345-b502-4f55-8fab-bd38d9da5f9a,54d3d6c1-2473-477e-878f-c46b324a9c19,Technical Support,Agent not skilled,Management,Closed
17afd973-c1bc-4358-8040-bba7ed9b23a0,2798db3b-d8b1-4d05-87a7-a28b7278ce8f,5ca13b62-f301-43ba-b6c2-3512a477b532,Billing Inquiry,Policy issue,Specialist,Pending
9b754f43-f472-42be-a9bd-a5a7ae451c3c,071e6488-eaf9-4338-9f0d-1501c601ab59,d902a43e-7cac-4611-b267-cadbf88d1c8d,Complaint,Agent not skilled,Support,Pending
7e25cf79-4cf8-4197-a137-e32cf8835647,8c661c9d-1ab8-43a4-a715-1e266419fa8e,09b6e658-1c5d-43b6-b85f-b325038e1faf,Billing Inquiry,Agent not skilled,Specialist,Closed
41de03c5-7718-4b95-a0c6-4d08c8fce27d,6d479d72-8154-4b7f-8fd9-3419f3b27c88,18959a2e-d43d-4266-a579-1fdeb28062d0,Billing Inquiry,Customer request,Management,Pending
f583204b-dc44-47a0-8c36-3f4586c4f58b,f6f93cf1-270f-4f6f-8ea7-a571cc4ea62f,3ab6b7a8-eb22-411d-8a40-713bbc93c88e,Complaint,Customer request,Specialist,Pending
abaf6a35-1be9-4fa0-aefe-2b5241704963,4acda8c8-e7e9-4348-8e21-ba622fa01efb,2b9a271a-72f8-475e-ab3f-8b9ba71d0d9f,Billing Inquiry,Customer request,Specialist,Pending
5f057edd-9123-436c-b438-316bba1da7cc,4a4e13c5-91c1-4f46-ad50-31a440c7caf3,2b0f429e-7342-43cf-ac67-b71223f84874,Technical Support,Agent not skilled,Management,Pending
c456109a-5850-49b1-a588-92ea59effec4,f3f13d55-dc4d-4533-bac7-ed88f26bea43,2a064b77-6f7e-4508-8a7e-4ec8bd1e0df3,Billing Inquiry,Customer request,Specialist,Pending
f7803a0a-b909-4d37-874b-13ed602ff19f,3478940e-c8c7-4676-a30e-095c651df479,f9b94573-e0de-4f60-a4f5-03b1a7b80418,Complaint,Agent not skilled,Management,Resolved
a8384683-8967-45d4-8490-e1141742512b,f1b6b359-04fc-481b-a22a-26753f0540c2,ac43205f-4ace-4edc-868a-cff708d60cdb,Technical Support,Policy issue,Management,Pending
b54e106f-d815-4106-8082-91e736468852,cfba9b22-fd47-461f-930c-457db0a0e9f8,c9e90d77-e44d-43d2-b789-2344c6635477,Technical Support,Policy issue,Support,Pending
20dd6ab9-d425-4a21-87df-01e9daaa7fea,5864f24d-b8f3-4e04-bca3-d923c7aa1126,e5755e3b-9cbd-4531-9888-33f62b993663,Billing Inquiry,Agent not skilled,Specialist,Closed
23cf252c-ea35-4c32-aa3b-adfe925180cf,b3325716-ce18-44f8-9c65-8c9426e2712f,32c0baab-40e0-4854-b00f-501079ef54b3,Billing Inquiry,Policy issue,Specialist,Pending
8cd4fabb-38f7-435b-b57f-ef1970ac4826,b9541331-ea45-42dd-ab20-fca51284b4b3,286a0c58-459d-458d-9c22-1909a78395f9,Complaint,Customer request,Specialist,Closed
a0de8e03-58f5-4b60-8403-bb304085f90d,a968eecc-62b7-4aad-b3af-11fb4e3585aa,ffa1d184-81c1-4981-9a92-e5e40a192792,Technical Support,Agent not skilled,Management,Pending
00b8abfb-1216-489a-9b16-f59d3aa7b157,430d837c-4b24-4cb7-9f0e-48c16bfa770c,14c7f314-1211-4f44-90c1-296b8a53c6f7,Complaint,Customer request,Support,Closed
0646fa21-a041-406c-828c-51ad57e8767c,24bd8943-2141-4293-a8aa-2d8e978bbc7c,f22cbd81-0612-4d2c-8e43-970cb06bcd2d,Technical Support,Policy issue,Management,Resolved
ee7f2ca3-e143-41d7-bd3a-f4ca2a0a99cb,65207538-5cde-40a3-974d-f93cb1e5eaf2,584e70c2-8b42-4c14-aa62-778eb0420136,Complaint,Customer request,Management,Resolved
611400c5-5e78-4315-92c8-aefc15c1b8d5,c786411a-a04a-48aa-8b89-8b8b1613c2e9,8e62c5c2-4fcd-4202-b371-c0a483e5f0a7,Billing Inquiry,Agent not skilled,Management,Pending
822cea2d-2843-4734-adee-57e66364cc58,00e7f1db-5e0b-4a64-981a-93914a2faebd,f0fd563c-ed48-48bb-b57f-8b7f311905d5,Billing Inquiry,Policy issue,Management,Closed
c512121b-20e6-4438-945f-6dd3c07ff309,45feccb9-4fb2-4a77-9fe8-6d951f92811a,b711c4b4-f154-4e48-8e54-71c5d7e37d54,Technical Support,Customer request,Support,Closed
b1a9108d-2b16-4406-94ef-e4a27bedba66,ac48dde4-8a3a-4be6-b375-066e9616e384,3b8ddb41-3d14-4108-86d7-fc3d45aed2da,Technical Support,Policy issue,Management,Closed
99bdeea3-1b39-440b-a5e7-d95814fe53f2,cdc29c25-f456-4a8d-8d2a-29df4f52c1a6,e386c8d1-bce7-4d8b-a6c7-de4807a81174,Technical Support,Customer request,Management,Resolved
289745df-cd01-47ce-b678-0bdd36578d4c,18b53c07-d11e-4c60-9222-86f36ef0651e,d26cf9e9-654b-444a-b7f1-8e7cb429f23e,Technical Support,Policy issue,Specialist,Resolved
ea3cd58a-4d94-4f85-adbb-cdb2ad08b971,f5ca50fa-29e5-4285-9e98-0a29a8625775,214ccf21-82d4-410b-b58a-d6b4969d651f,Technical Support,Customer request,Specialist,Resolved
3aff26e0-20f5-46d1-a4ba-9c0b14371e77,40f0c26d-f5f8-4ee5-ba5e-b0a0f8ff6b17,ee5ad7f3-a5f6-4214-99b8-66366e5e7d4f,Billing Inquiry,Customer request,Specialist,Resolved
a09f2c5d-52c8-466c-a507-34e629df9dbd,677836a3-9f72-43fd-8bc1-8942c4518f49,b999af75-264c-4fa6-ae22-5b3e3b5efb8b,Billing Inquiry,Agent not skilled,Management,Closed
00d8905d-ecf6-4bf8-96d9-375483f4e592,d4e55233-c952-4fb4-b37c-ddb20e99f1e8,1b47f540-59fb-4512-91c5-216f98aa67b9,Billing Inquiry,Customer request,Support,Pending
9e17ccb3-eebd-424e-95c8-c17696589c5b,4c822f3a-e3ff-40ea-9029-2ff405e5851f,aa15f7d4-4b68-4ee7-8850-d501d924ce49,Complaint,Policy issue,Specialist,Resolved
595eecef-ac04-499a-8a13-4a77bb6fe7b8,7c91dd11-a37b-43c3-9817-d35ac6c379cc,c24551d0-22bf-4f02-9554-94965879dc17,Technical Support,Policy issue,Specialist,Pending
e2c2b160-3418-4d23-b8bb-6beb909c8d43,2815aece-5eda-4a92-b8a0-79bc1611122e,c3429e41-29fe-42bb-a7f7-d2f9a35e4179,Billing Inquiry,Policy issue,Management,Resolved
