call_id,customer_id,abandoned,abandonment_reason,call_duration_before_abandonment_(mins)
b2b87b49-9ba4-4380-8380-4918b4ccc46f,f8a9aa5f-2fc4-4d26-911e-3b741779bbd0,False,,
c7e161f6-d1eb-4c98-be0b-04df3a3c137a,1f343161-4f78-45d5-865a-18f598b91dda,False,,
2fefef53-0898-4aa4-8812-36c1730713d8,dc4bb6cf-c895-44f1-9454-dc01a28d0267,False,,
a0cba119-bbca-4f4b-b77b-d8adaf4c30d2,693fa0c4-b57d-4899-84ce-5fdd39006735,True,Not Interested,
42d1c8fd-b488-4d4c-b3da-8fa7b3630059,c3ae1199-cac2-47d2-aecd-9333be67078f,False,,
29a59b85-edef-48c4-a1b0-314e6ea241f8,8c513b6e-92a6-4154-b635-63f669461da4,False,,
748b576d-18ef-43a5-8f9a-7cd77d99e5ef,30e822cc-c048-4e62-8933-100129d42499,True,Long Wait Time,
7172a2aa-4c9a-4000-8990-3974260e22f5,781b1459-5b6a-46c8-8eee-4b191f7c3b83,False,,
8cf110b5-9be6-4699-bfb9-1b15ecf82539,96f5cb8e-9679-4f6b-8bc1-0d7d9c52bfad,False,,
95f69f17-6b6a-41f9-8ce8-6d5d3d51371e,7fb5e877-e119-4f2c-8bed-474e1da72543,False,,
d7accebc-110e-4513-8ec2-e89a33cdf62a,bbd73016-59dc-4a0e-9798-3aab976e79ca,True,Long Wait Time,
7063134a-aa46-4867-ac47-0cf7e1cecc82,b0cc548e-19b5-4f57-8244-6ffd6587e3ed,True,Not Interested,7.0
d69dcb56-f63b-4546-aef4-70db71c848d8,c44a17d3-709f-4e50-9509-ec58b95a9153,False,,
143b5bb6-0650-46a0-9659-3efd4b18894f,653d3d97-e2bf-46a5-a2c3-fa3211d20aec,True,Answered by Wrong Department,9.0
70e1ed84-f7c8-4bde-9e4e-34f6d346d959,3e23f047-7896-44ce-9598-87db518e8b55,False,,
2cffd7f2-4c53-4762-a8b3-3a6628e0f495,bc9da377-b5f4-4e32-b7d8-3ff8947a14a3,True,Answered by Wrong Department,7.0
06bb0080-bd08-4ccc-b376-f497e12f3969,e1955982-cc26-4a8c-91be-89fc766d8311,True,Long Wait Time,
6fbc2721-c193-4e30-956b-2ccdf25ab69f,62c8497a-8e86-48a1-939e-0eea4e85c1dc,False,,
2b4e6b55-d1e0-4900-8982-4c6b04578b3c,cae3b594-73bd-44d2-9727-ec286bc8254c,True,Not Interested,
1c68a029-bdf7-476e-8709-0b9c19a24137,bf6e34f6-d4cf-4c7f-8e54-459abaabe2db,True,Long Wait Time,
a499ac6c-0065-4e39-82fd-f23393483ced,dd4a1fb1-27f5-436f-9aa9-0d9b2dd1688d,True,Not Interested,10.0
09900659-e7f3-45ee-be51-56984b82d054,51c5de59-a919-431a-ba65-1905f8fa066b,False,,
bb358100-2a08-414e-bb8f-7a3bd3ea75ca,1676a479-0cb0-4d7f-9989-d45b8dbd5225,False,,
dbd8fce3-0e07-4d2f-acd0-cf95ef601314,c4563c0a-1999-4457-96d5-0ec058993868,False,,
3e2549e7-7e81-41d2-b2c3-caba3b1d8a48,a9dff28a-0322-4135-9bad-ed5e174d5ca4,True,Long Wait Time,
5c14936d-1866-499d-8431-a4c41d5619be,91987ba9-4d2c-47ac-aed0-1ac529fb85bf,False,,
bc90d0fe-5635-455a-9346-2916a0d69de7,da2b991f-394d-4d6e-80d2-9626a9fba8f5,False,,
31f73204-493a-4cec-b221-3b032371be6e,9cc8a686-363a-4eec-bc0b-d477c187aab5,False,,
7c0e18e7-bbe3-468a-acb3-d0de1cee5604,f78d9b13-1857-4d95-8297-98af364364ab,True,Long Wait Time,
e84eb45d-78c2-4703-9604-73662e4e64a1,bb1a7628-7958-4a3f-a1cd-c9834aaccc6a,True,Long Wait Time,4.0
f20a7150-0484-4f51-b1c6-cc46bc49323a,7330c178-ac22-4adf-8d62-05a1158d2d1e,False,,
274d53b4-a096-455a-9c5e-9c8cb7c6dc49,f33f5c89-e844-44c6-bb4f-cded45385705,False,,
ae91d125-2aaf-4de9-91be-0ea58ebc5fb7,59a707d8-b150-48b2-9a09-56a5ed07938b,False,,
66b59c6a-c5dd-42b2-9836-8f0cb68d3375,befa642f-e96d-43c8-86b1-eedecf0393e5,True,Answered by Wrong Department,
8ffd37b2-d975-4bdd-b9db-00f28c0c9760,3ce1f7f8-88a1-417b-8763-b28232e0a4b4,True,Not Interested,5.0
b4c3770e-3994-43d8-85e2-be6c9c086083,f99c5638-8217-4ae1-9918-1041d8bcabb5,True,Long Wait Time,
35219621-fbc6-4023-b4ce-3f9ac239b539,d4c3bac4-371f-429b-a90c-3d9b3b8197e9,False,,
52821a99-9c2c-4c90-af3d-0317d63ca64e,0ccf26b1-f0ef-4000-949b-145ae024b93c,False,,
0211d32d-980d-42b5-9ce9-c80f4b70816c,8c2da67e-c884-496f-90bc-262f609b722e,False,,
37242a4f-5f9a-45fe-8c77-661f24c9b22c,f8651eb4-c2b4-4fea-8565-020d81193eb2,True,Answered by Wrong Department,
025b038e-9578-4082-a1ae-40a8a7d57079,1479c03b-bc79-406a-97a7-b5106a538b69,True,Long Wait Time,
6d884e08-429c-4241-84b9-7205b434afc2,698cf14e-bb91-484c-813f-c029860533cd,True,Long Wait Time,2.0
c65aeeac-9ac8-43fb-8c23-b436fbd7f4d4,25b5cb91-e93e-4b8c-928e-6a6b77789e99,False,,
ad8c1bc3-718e-4739-9ab2-c96ed5bd4de5,9a9b50bf-9937-464f-80c5-039a83a2cec3,True,Answered by Wrong Department,1.0
2dc40fcf-631b-45f5-a563-cd902d735802,51cdb5e0-bc12-4a46-b857-17a224502fcb,False,,
e552bc42-32da-43f3-b3e4-1929c7477430,8ad8fff2-38c7-4f27-bc14-bf454f5fbc13,False,,
28da29e5-31c9-4e04-bfde-7c7aab1f845f,08326da6-b5aa-46d7-a7e7-38f553d84b0e,True,Long Wait Time,8.0
ba1e9119-92ed-483e-9858-9837b0c7bdf4,161f9706-dc84-48f8-b4a7-312abc60a4ad,False,,
e28fff76-3eea-4c17-bf78-b88d4a853751,2dab0ee3-f045-4ade-b096-e12e2784029f,False,,
3a20792e-bacd-4d0d-9499-8ca529a23f20,198ef759-e45a-45fc-9232-02764063fdfd,True,Answered by Wrong Department,7.0
5ec16063-36d0-4b20-9f23-66575638d9a8,eee8159b-f18a-429d-a3b5-ffc4a97f2110,False,,
be31f56f-9329-482d-9f49-794a12119ba9,9ff693bd-617c-4dd3-8979-9660a5a91713,True,Answered by Wrong Department,
7ecca175-7c1c-4477-8bdc-95f2a1a02490,3a1e3f82-4dee-4cdc-927c-7ff689979b1d,True,Not Interested,
114e9fad-7fa9-428b-b04a-9ffb69c100f1,f0544e7e-e722-46a3-a988-fa5473d6af70,False,,
4b34b37f-b857-47ce-98e0-bc2888752992,2b3caad3-0714-413c-bc8e-d82b805bddf2,False,,
d0b804d1-f469-4867-86d9-64fa9ffdc901,b5221050-9ace-47cd-bf0b-416750dcfb9d,True,Answered by Wrong Department,6.0
dd0e6d3b-8b9d-4769-bbdc-c31199355299,8b295e68-e738-47ef-a186-e7153d50ebe1,True,Long Wait Time,
81526ede-d902-4247-88f2-2ade77f49090,5e8db1fb-9fc8-49ac-8ce7-bc7e23f2ec0c,True,Long Wait Time,
102ec2bf-15aa-4170-a9a5-a2152ecf070e,b0c0ad23-b42f-4890-9473-49c530caa98a,False,,
113c18fc-65d9-479d-84e6-c5a753e433b0,81ea9933-a73d-48ed-82fb-5342e1915865,True,Long Wait Time,2.0
2579031f-217f-4242-8655-651a91c190c7,3585b909-2793-4424-81f0-878b7d14c965,True,Not Interested,
283b217e-ed45-4e1f-a387-2d963c4eb237,77b65f0e-482f-491c-b6eb-24d62deaa65e,False,,
33cde4de-8f33-4752-8080-293aea7f7ff1,ca2e4275-5338-4bcb-9526-53e93ca35cf3,True,Answered by Wrong Department,
274d5ce5-de0c-42e5-8314-b637128bb3f1,845c4502-f2c9-4b37-8a20-360a765c91aa,True,Long Wait Time,
399f1cbc-eab9-4d03-8ec0-6804a3e7caa9,b9c0ffdc-c763-4023-9f01-2e69cb1aed82,False,,
31387287-1815-4643-aae7-3c12754fefaf,8069ffea-5cf5-4d2f-b466-7ca3a06f21aa,False,,
7d828b58-0c12-4a58-8e0d-60c3ce5e8e39,24968b2e-91fc-4bcf-b184-d313073c97d3,True,Answered by Wrong Department,
fbfff093-6489-4767-9955-eebf8c5fad1c,988b3f1c-2a4c-4f58-89a6-c93ff80843ae,False,,
8a07f3dc-2db6-4ea3-bd08-3ca7194e34c6,4e338bc2-ea94-4629-af8f-e32296e8f163,True,Answered by Wrong Department,
929e83b4-ef7f-4090-aa57-d732ae22190c,16f937b6-635f-4a5b-9173-80c0f099c6a5,True,Long Wait Time,10.0
9819d7f1-3116-4878-a880-a069d301a4b3,21e5c28c-8aaa-4aab-9577-9983fb1cc922,True,Long Wait Time,5.0
292e91ac-171c-4937-a697-2227491708af,9f80f556-7598-4227-8b56-c5b94e2fe8b0,False,,
9c8429ee-a766-4220-b2ba-f6f370d96097,f1db96f8-9013-4648-970f-7076993c4731,False,,
6f61aa43-6fb8-4ffc-b142-b301ea8f5cb1,297d83fa-b574-49cf-9d31-9851bd35ae7f,False,,
7e98c599-f617-45b0-8198-0013b357c900,d72bce66-1a86-41ac-b51c-dd9bc4c76655,False,,
0ab86c0d-685a-45b3-b06f-afbf53b30ab9,40dd7570-4f91-4a4d-91c3-d3934da4eb16,True,Answered by Wrong Department,6.0
8f5b0868-7472-44fa-97af-f24ab65b9ee8,bd8ea8f5-649f-4af8-a56f-4a7ddb795e64,True,Long Wait Time,
3ee6f26c-bf1a-46d7-8b04-cfd4373ea660,2b0dbe17-2c32-4ab5-b02b-87761ea6289e,False,,
8b17702e-01bd-43ac-a408-5e9f879fbd02,6b3b81b7-4c6c-47c3-9296-5fe27ca78cc5,False,,
7ff5ad9f-f106-4f5c-b653-14e07f0a1d26,add355d2-7b65-4792-8f1c-f04916b95d03,False,,
437d7086-c375-4f7d-bf59-04026a4c6aa1,d0cf24de-3b92-43e0-b4a8-bada47e1668f,False,,
d8ca1d3c-d9eb-4e24-b9e1-3d7188a39022,2897c088-2c18-4bfe-865d-4013b04f559b,False,,
980fc83e-decb-4c46-8d17-ae78e3d3db67,7cbecf1b-f3d1-4632-9376-8404642ffae4,False,,
4356dc53-b0c4-4326-b561-d348d2f6f537,559f64c0-73e2-4ba2-8960-a31e4039a96f,False,,
25f336ac-2383-4e01-8e84-bd42185e69f3,cd091cbd-e666-4925-8b60-8f7a022985a2,False,,
fe307424-cbad-4ed7-9be4-1ac9460d01c5,d1d80ffb-33f9-4be9-9112-d85c7a5e9a8f,False,,
299f2dbc-7b0d-43c2-ace2-80a62cd9b60b,c487edfc-3637-4b49-ae46-2aaf618c8bb4,True,Answered by Wrong Department,8.0
557c6612-d24a-45da-b06b-7e178ce998ee,3ce75688-7b2e-43e7-a3b7-870031f1919a,True,Long Wait Time,8.0
64b3fc8f-e1d4-47a2-a9d2-ed60a463c83a,430e41fb-844b-4a86-8393-b354cab25dfd,True,Not Interested,5.0
fc016fcb-838c-40e1-b165-480b1f78dca2,ead35cb3-3430-4b71-a0b0-6004426d1e29,True,Long Wait Time,6.0
dc578e6f-e82e-499d-b4a1-9417f3fa7b90,bbc49570-a7d8-417e-95ce-eaf8a368c81e,True,Long Wait Time,
df965113-5ceb-444b-b3c1-d1ded892527b,d4def1bb-d080-4f08-8a6a-976c0867f8ab,True,Not Interested,3.0
f487bc75-0127-41dd-8f6a-09b0c47e87c0,682c1153-b11c-4630-9e51-e9dad6e2e205,False,,
60e5f1d9-059f-4dcf-8170-ee427d4108a6,5b347c31-954b-482f-b045-65e4a7c27f2b,False,,
83c0f012-846e-470c-a340-4f161ed36e6c,cc359ea4-c191-4379-b896-8e7ecef8e171,False,,
cd7bf3b8-7306-4a77-b500-6f6edbb633c5,0d60bae8-cf74-46a1-92ff-9e8301207917,False,,
79d8c774-ef2b-4985-99e2-779648e871a3,277af555-c609-4ff8-9174-9f5829ba8cb8,True,Long Wait Time,8.0
3af89170-e77b-4f77-b103-7bbc98916b27,ef027430-d7b1-4104-9426-6da52054b363,True,Long Wait Time,2.0
a10297d6-da20-4193-b305-9a4fe1e2eda0,2fc1129b-40c0-4d91-8942-02abcf201369,True,Not Interested,6.0
b6b6f4eb-d511-4111-ab17-da6811b3da5c,87df7f0e-4dd1-473a-b034-598c08db51a4,False,,
9ca072e3-4b8f-4730-89f1-31d01d8e01c7,280ed99d-873c-4ec1-bc5a-0bfe0d99e9ed,True,Not Interested,
dbfe9a4e-fa8d-4e9f-acc1-2eb965de8d59,b9406edb-fff5-4d07-aa6f-9e4e52bc5aad,True,Answered by Wrong Department,2.0
3b1e7310-9d18-42af-bfde-c7f875fed41b,88c221b4-2835-4c00-9bb4-d3818179c337,False,,
d706b575-f157-4b66-8c12-c61dadd94b3f,189eb296-deb8-45a8-97ca-8607f1b65602,True,Answered by Wrong Department,4.0
bae0950b-00e2-4131-a289-1b72919beb12,7744740e-9b31-407d-89ef-056b9bee6f99,True,Answered by Wrong Department,
8f708dd9-5a77-4d75-91df-0f99e0744b33,5edc53af-7f09-4725-8616-f0bf55e52853,False,,
b48b478f-4df5-4f6b-a4d6-3ca6aef92d5c,27df89f4-19dd-4d14-a7aa-c8c16f594c00,False,,
b209dbb5-8e8a-4b97-9c86-405a4e73ceeb,6327af9b-e264-4ee6-a928-576e1b3e0217,True,Not Interested,6.0
4196f6dc-6084-44f0-bfbd-135d0477b705,d462a18b-d6e8-47ed-8cf1-b7e6f8d13570,True,Not Interested,5.0
d3d6328a-a301-4d95-983d-301b006c7373,7e767079-a74c-4aab-8229-7c531e8d1211,True,Not Interested,
5e6dc68e-12b6-42df-bb8c-4e04ec93fafc,7031ff20-1161-43fc-8fb1-7b2ba793ba8d,True,Long Wait Time,3.0
fdc7d7b2-8fa3-42c8-9235-bab432abbc4e,4a1e446a-92ef-42a2-8ba3-d2050fdf5d7a,True,Answered by Wrong Department,3.0
9640f74d-c48b-42bb-b629-a3990611a834,eebda7e2-f136-4c88-a313-02a063c55e3f,False,,
6fbc2721-c193-4e30-956b-2ccdf25ab69f,62c8497a-8e86-48a1-939e-0eea4e85c1dc,False,,
808b6eaf-88b4-4d9a-bad7-df4881c491be,ed6e931e-59b7-4fa6-9d5d-fe2d2fb355dd,False,,
9ee3f12b-d85b-414d-bc5a-65ffc735fa9f,eff64240-bba6-4499-bdd4-2ec2f498c9b1,True,Not Interested,
ac4a9ea4-ac3a-4c15-8c82-617ad5781353,aef00b86-cbd6-4816-9328-5b7513740e08,False,,
5935295e-2df7-48f3-b8dc-56a87f584afd,802dae05-004b-4c21-b524-b32396695791,True,Answered by Wrong Department,
ebe1b3db-f1ca-46ab-8475-7f1b2bab589c,47edc25e-d8a6-4799-9d78-13a599fb91dc,True,Long Wait Time,
fc6a4479-9a00-4f9e-aeec-f769fab8d521,ee5dfb59-6807-4634-987f-1ee37ea701eb,True,Long Wait Time,
66a28b43-54a3-440b-8c22-a076c6095520,f5e1bf7e-d9d6-4ee0-8e00-96caa4c0ed48,False,,
6e15a718-26c4-4846-9703-53108281e902,f5ac9176-33ba-4dee-b504-097e6ab511b3,True,Answered by Wrong Department,2.0
df59591e-9457-4d04-88bd-6e01d45e5bb9,21267ba7-cbcd-4eb3-a7a8-4a3a616e3ab3,False,,
6ba4ea5e-a822-4ee3-a415-f6a9adb76986,611717d2-4a2b-4cec-acfb-ea726ca8a650,False,,
a38e748e-8bc9-46d0-a266-eb6e4c23039e,ca9aafda-1809-4882-9033-bc665ee4f3c4,False,,
4c08be2b-afd1-4805-8417-100b61b0a224,53d4ea6b-a869-4935-ba73-36cac9d4db04,True,Answered by Wrong Department,10.0
423d69f1-183e-475b-8a93-fbd84948226f,dc0beab1-804d-4abc-afab-b2af6c7d8c61,False,,
e1cf3fd2-0766-40fd-9063-8d9608bbdc93,f747700e-0fc1-45c0-8bba-74d6d60889e8,False,,
455e7d5f-4804-4763-88f0-c155e08fedc8,14058705-645d-492b-8272-914357eade18,False,,
a74352cf-8c2b-4c84-9d75-777b32e93c8d,545a6732-fd80-4ab1-99b5-d873342288ae,False,,
7e39d786-6747-4f11-be93-bcae88114168,bc323807-1f68-48a1-b4a5-5dc6bf37ad4a,False,,
da939ac3-8642-4f37-808e-e7e9801c8f53,b29fdc96-2524-4670-bc99-899e759d9353,False,,
bde8ca94-91b9-4b13-a6b5-99301563d5a0,01951ba2-1eef-4471-8dcc-7fc9dfce3750,True,Long Wait Time,
2a9c5ddd-0303-4182-abd0-035d7fc827c9,e60ce573-0d50-42cd-b254-acd9adfe3d30,True,Long Wait Time,
d4c7bc39-1763-4098-9ab2-60ddbdf78e57,02579286-b81c-4959-bff7-7c2a4340d75f,False,,
041f6cd3-ea21-4294-97ac-c5be89689901,bb426c43-251a-4c2e-96b8-a8b9e7cbbef2,True,Not Interested,
c7752322-dcf3-4442-b7bd-4b6770eee083,02b00b64-0246-4c62-bcfb-e93d77b7a085,False,,
e418c5eb-ebf2-4e7e-8b44-9a4047f56beb,3768f344-b1b5-4ff2-b868-fb1f1eeab68d,False,,
37e121d0-9fd0-4b65-bb6d-384e917bfe28,45f8f2cb-af25-4a42-b614-588bbcde7877,True,Answered by Wrong Department,
95373f3a-6c6b-46b3-8bf7-e9a20e401c48,71da2eed-a957-453d-bd4e-2ba3f71867b6,True,Long Wait Time,
e8f612b5-cae0-4d6b-bf7e-04050342ee9e,019afa9c-63e9-42e8-94d2-32a0d78d23d4,False,,
da47e737-6df5-45af-8fe5-6ee0b7acf845,591ed0a4-a463-440e-8427-a9f3c55cbeab,True,Not Interested,8.0
661a64c4-7367-4a32-9dd5-a675bb0ff731,6920e286-3421-4cc0-83c6-2bfe3d19ca2d,True,Answered by Wrong Department,7.0
8fef2390-5bc0-4560-8fdd-0beae22c9623,7c5804a0-1e80-40b2-9a0d-365896972df2,False,,
ce022c21-1c7a-4db5-bcd3-ec4457869829,69e0ad4c-a70e-4b59-b5c6-d683bf6e2ac7,True,Long Wait Time,1.0
9755c652-f33a-4581-b2d6-90f9bbb77ed7,c5a678ac-79b6-4035-81e4-daebba5bc233,False,,
178acf39-d707-4a4f-9b38-a5d37bf5e820,e4bead9c-245e-4a81-8df5-8c53b7b85d3c,True,Long Wait Time,
18846665-ff7e-45fb-b8b2-c89c65339403,4bbd0496-3788-4fd2-9e33-2ad2aeb61844,True,Long Wait Time,
ac61253e-f5eb-4c82-9121-6e5f2e8d52d5,e8369ef2-c2d3-456f-baef-20fe265394b4,True,Not Interested,4.0
00786007-75b4-43a4-a173-3a977941f63d,091f108c-8d93-4029-955d-b0a88e7b252d,True,Not Interested,1.0
5c85dd40-d84d-447c-9407-49a3d76c782b,4fac13ba-6527-4435-8da9-f61d85318efe,True,Long Wait Time,8.0
7ec0c14b-d379-479f-990a-f45d33d23ee0,6353a25c-a0e1-45ae-a727-28a8c4935f63,False,,
51b26dd9-0674-4013-adc1-7d671e4a4325,77d50bca-0fcf-40b5-bf10-2b7a68075b31,False,,
b3b39b7b-1fb0-4573-b02e-b5e6db1a9715,01121cc5-ff4d-4cd4-ba95-37f33e8a20d2,True,Not Interested,
3dc9d3e4-0722-4a43-9f88-ee0c410e30f0,55a27bca-4f03-4911-a366-03bd7765fd88,False,,
13f202a4-c625-4923-9934-2b50bca388bd,b1839ac1-b3b2-4a08-af8b-ed5eca60e99e,False,,
7093f5a0-ed7d-47e5-ace1-e577b87cb1fd,f49d4bd2-5d92-468f-8fb9-e0dbaef33754,False,,
82031da9-340c-4553-84dd-ca2467f7cdf2,9296fb6f-6856-4ffe-a59c-3d82eb0321cf,False,,
c9e1dec8-e291-4749-b73c-30ed05c9ecbf,d6f01a32-a1ba-4448-b8f8-3c97eb1b6e26,False,,
5d999b8c-680f-4452-94c4-31c3c5523f31,feddc6a6-9843-4c5a-a774-7d4c8a3e7370,True,Long Wait Time,
990250f0-001e-49cf-8036-87a9d87c8206,602b529d-082a-433d-8d17-77b023eda068,True,Not Interested,
5c6b13e2-9824-4101-bc45-b0b2a95eadde,76a1d520-f6e2-47b1-a2fd-96cf7b4214ca,True,Answered by Wrong Department,
9944406d-e652-4dbe-a46e-bcfb698bd207,1d823c6d-5e95-4951-8ccf-57ed17e66b0b,True,Not Interested,
84accda6-1c80-4706-93dd-3e228c1f6f22,82ef8740-cd66-4632-a277-1a19268fde07,True,Not Interested,
32e4e17f-59d3-4b18-bebe-faaaf3f76382,fca2ea6d-47b0-472a-812b-512c3b27aae9,True,Answered by Wrong Department,
93324d4b-ee5a-4c60-9d32-86d4a4d56953,62bf24fd-776b-490d-aa67-972cf276097b,False,,
e95e67ed-4e4e-4fda-bd3c-61b3273cacf0,8129dd45-2be1-44ec-bb00-ade6c7c0f0f1,False,,
a09cef3b-345f-46bf-b1ef-f437f6e6ad2c,7e31c2cf-5894-4d4c-ad0a-c902392cbccc,True,Long Wait Time,1.0
1c0c90a5-557b-4a81-b45c-a3aac12ff14e,994bb77d-fa3c-4a6c-8a6d-b7d24850c23c,True,Long Wait Time,9.0
f6f92e6f-517f-45e9-89b8-987eafccba88,7e944a23-a7c4-4db3-af97-0bdbba596965,True,Not Interested,
ac2a2837-cb1c-4587-b13c-725895b4c749,513ae266-0d2a-43e4-828b-ec46793b05e7,False,,
e288ffb6-f8cc-4294-a168-d061136809e9,569ee3ca-f0b1-4a98-9cf1-223c2c69cbab,True,Not Interested,6.0
915fdabb-3c95-41e1-b4c9-7a777cbfffda,26f902e3-c1e7-4c4c-b55f-a6b5df5c935f,False,,
3afa1a39-fb7e-46f4-ab17-69cf85522700,a31765af-92f2-41c4-8ff7-418a68c20615,True,Long Wait Time,
1a53a98c-b9b2-4849-8254-fe0a97238b69,359d3327-40b4-4d36-bcb4-a7123d5e3b8c,False,,
7e0c192e-bb4b-4803-ba82-98e7c2c391fb,a2444a5e-dd99-4e70-b88d-1dbd93bd1d67,True,Answered by Wrong Department,
7c6ab99a-6848-45e9-8b49-15eae6b36018,e8653532-ac1d-4d12-9002-476c3889016b,False,,
20247557-e8a1-4b10-b464-4b698aa16ce0,f810d789-7c39-4d96-8455-a9656623e507,True,Not Interested,2.0
5350bbf6-c844-440b-b68c-452960f9af8c,eadd7c8c-a40a-4d4e-9d8a-0015ce2c58b9,True,Not Interested,7.0
92290a79-b826-47e1-b25e-4726128b38ce,bded1a49-de24-41b3-864e-f12b58121bbf,True,Not Interested,
8f5ccbfe-3d39-4d5e-a788-9d5008ed68f2,7f48ff4e-02cb-4e5e-afc2-83960403748d,False,,
7b6cc305-998c-49bc-8c50-3df6ab2cc87d,3b7c86c7-8643-4483-84d1-39e3d92f25ea,False,,
e8c44e71-23f4-4452-8208-be4bd0df94dd,536cd640-66cd-43f6-a40a-e83cb393dfb1,False,,
216041ef-ce10-483d-b05e-ee852b58a8ec,0a1568e9-0613-401e-b27d-f3d3ff4fcaee,False,,
b33e4571-c9c7-40b0-92a0-805ce2328bf3,3d286b76-b362-450e-975b-889456edf254,True,Long Wait Time,6.0
296ad1b3-d2e8-492c-b568-a52ea89878d6,07693325-d6ef-446f-a414-ea32f1628970,False,,
c8ba28e2-9443-4180-828c-a13000e11e01,8fd4047a-0252-4629-a8a4-c64487af4733,False,,
22019f9e-1d16-4982-9574-40343ab7176d,6217117c-ffa5-4b96-965c-2db15e2525e6,False,,
9824d079-4958-4235-9818-3c78eb1cfd79,7d41c1d7-523c-499c-8ca4-e15cd47b5c8e,True,Answered by Wrong Department,4.0
0c07acf8-b9e5-414b-88fa-8b67765b6d9b,666ef037-312b-497a-a653-a755020ebad8,False,,
cd840adc-eb37-4126-bc06-f5b42b6f5700,3b003fcd-e1e3-45e9-91e9-b93491b5bb54,True,Answered by Wrong Department,
516c7775-344b-4b3a-88d4-c81e329b66bb,5edc6e3c-9063-471d-8a91-d3a167e768a0,False,,
25e2c2d6-ed42-45bb-9b50-6179569d5976,9e2f6f0e-fc6a-42d7-8c98-5777f6e047b2,False,,
078d1c44-c448-43b1-84e9-c6879d004a88,b8e2ad25-1d28-43c1-9dc3-0c8eb1747440,False,,
cef952cd-dc24-4387-929f-ab2eade051c2,b2315229-5627-4753-9682-5089cb47ccf9,False,,
e28d395b-885c-4ff4-9f6b-371a867c4307,9af9950d-bbc8-4e19-b2e6-cdfcc29f9a4b,False,,
ef44314c-921a-4264-9754-4ac2d5e8b914,fa620548-9157-4403-82fb-1b70c53eeea6,False,,
520c0eb5-55e4-4243-9cc6-f88c3f282454,3d6ca4b1-1305-4aeb-9cd0-a868c7123cfc,True,Answered by Wrong Department,9.0
3ccb5dc1-a56f-431b-a671-003b262181b1,de4dd191-068d-47e8-b298-3aa5bf260b8e,True,Long Wait Time,3.0
2486e88b-8b64-49ac-ae57-74a032736771,06583294-53f5-4da2-9b5d-9434493ecb8c,False,,
c0201d76-09ba-418b-ad6d-eb3709a6ae31,4f717966-d44a-4194-a922-1eb271a795cc,True,Not Interested,
55d0fd91-a14b-48e8-92f7-a1113d9c3090,d4276ce5-ce4c-4da2-8f6e-0cbfaf9d0a99,False,,
b8851ae6-f3f9-45a9-834c-e3db9d1c11d7,6edce750-276e-4d78-9d04-becbc4d0f8fa,False,,
e96cc76f-86c5-46b7-ad76-297d486c9653,6337c903-9109-462f-8c52-d5b211a43abd,False,,
5dcdc28f-a4c4-4775-808a-05b495114705,0c5346a2-7bfc-4d15-b7ee-fee7310853ef,True,Not Interested,2.0
035983cd-069d-4e68-ba2f-e45902857d23,cc70a888-d4d5-4630-96b1-3f78205aec80,False,,
df3b8e8a-3256-470e-ac73-0ab436cc921b,e73769e9-e9f0-49e9-b707-41a6572bc3ed,False,,
137d0474-641e-4f3f-89c5-14186a1263cc,8147ea3b-0b96-4ba9-a61f-3bfde6fcf6a7,True,Long Wait Time,
c711bf90-dd66-4b3e-9426-7ed5c4f7a08a,8d359276-df46-46f7-bc9f-c8c54410c4be,False,,
4befcd02-268d-43ba-a20c-4dce975509f2,84cf4b40-3d35-40b9-b21c-44687916d659,True,Answered by Wrong Department,5.0
1d43d880-d647-4882-94bf-75110d2e9d2e,5c1ebf5e-d5d5-4a3c-a222-2928cb64e906,False,,
2ecee820-d014-4d2a-9d48-42bcab73183d,1eef0808-4fea-4721-86bb-ede17367126a,True,Not Interested,
5b5c4434-5d34-413a-b799-47288db3d78d,20995647-e8a5-418c-bc53-558573106b1d,False,,
7ffa2c2f-efb0-4dab-972e-da5e2b2eddc3,ab1ef0b3-170f-44be-85c4-860fbba2df1b,False,,
8ad354eb-d192-4258-b2c7-1f0e77d69357,5ea9dd70-8a45-4302-94ff-0d48c34e098e,False,,
4cce151b-b865-4998-a061-5de950ec6931,07d02c53-97d9-4bb6-9e66-4c885e615216,False,,
c16b30a1-261b-42b0-a185-e60c417e8d87,5f20a50d-a188-4779-850d-5b0c392dd233,True,Not Interested,6.0
0a045547-f708-417b-9f07-e2f6fbf5f9c5,50cdcec2-1a4e-4241-b36d-f4e09e17c8d2,True,Long Wait Time,1.0
e725f923-ca5b-43fc-bc0a-9b44a9e83e66,2d51e7b3-da2d-420b-959c-23537e9e6120,False,,
e2d8f1fa-c892-43f2-bf8c-896de279d346,f94d0c7c-ccf0-43eb-8c10-e7e4db9d2266,True,Not Interested,9.0
ed273d3b-1846-41ad-aeca-520add285d44,8d5c5d09-e728-4745-bf14-88389b4fd61d,False,,
41da2661-de3b-4053-a21a-908c69cf13f1,434b2d32-bbab-4015-a65d-2e1cf0714ae0,False,,
941e487d-5a27-4f0c-a127-17942f745eff,6222c2ba-d055-400e-85b4-baaa5a771810,True,Not Interested,9.0
14e83955-5fda-4977-87fa-dad86aa84a6c,ad06f471-b2de-4e46-91ae-147a15d77a3c,True,Answered by Wrong Department,1.0
